,movieId,title,genres,overview,popularity,release_date,vote_average,vote_count,year
3479,61705,Lakeview Terrace,"['Drama', 'Thriller']","A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",14.261,2008-09-19,5.943,941,2008
3480,61729,Ghost Town,"['Comedy', 'Fantasy', 'Romance']","Bertram Pincus, a cranky, people-hating Manhattan dentist, develops the unwelcome ability to see dead people. Really annoying dead people. Even worse, they all want something from him, particularly Frank Herlihy, a smooth-talking ghost, who pesters him into a romantic scheme involving his widow Gwen. They are soon entangled in a hilarious predicament between the now and the hereafter!",14.755,2008-09-19,6.5,888,2008
3481,61986,Appaloosa,['Western'],Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,17.805,2008-09-19,6.558,902,2008
3482,62081,Eagle Eye,"['Action', 'Crime', 'Thriller', 'IMAX']","Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",25.026,2008-09-25,6.448,2657,2008
3483,62113,How to Lose Friends & Alienate People,['Comedy'],"Sidney Young is a down-on-his-luck journalist. Thanks to a stint involving a pig and a glitzy awards ceremony, Sidney turns his fortunes around, attracting the attention of Clayton Harding, editor of New York-based glossy magazine 'Sharps', and landing the holy grail of journalism jobs. The Brit jets off to the Big Apple and moves from one blunder to the next.",15.474,2008-10-02,5.978,699,2008
3484,62155,Nick and Norah's Infinite Playlist,"['Comedy', 'Drama', 'Romance']","Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus begins an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",13.373,2008-10-03,6.461,1112,2008
3485,62344,Rachel Getting Married,"['Drama', 'Romance']",A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,12.007,2008-09-03,6.3,518,2008
3486,62374,Body of Lies,"['Action', 'Drama', 'Thriller']","The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",18.817,2008-10-09,6.626,2792,2008
3487,62376,City of Ember,"['Adventure', 'Children', 'Sci-Fi']","For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",20.901,2008-10-07,6.303,1625,2008
3488,62394,Max Payne,"['Action', 'Crime', 'Drama', 'Thriller']","A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City.",22.109,2008-10-15,5.361,1918,2008
3489,62434,Zack and Miri Make a Porno,"['Comedy', 'Drama', 'Romance']","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",38.157,2008-09-18,6.307,2214,2008
3490,62437,W.,['Drama'],"The story of the eventful life of George W. Bush—his struggles and triumphs, how he found both his wife and his faith—and the critical days leading up to his decision to invade Iraq.",10.564,2008-10-17,6.241,567,2008
3491,62439,My Best Friend's Girl,"['Comedy', 'Romance']","When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",18.248,2008-09-19,5.637,695,2008
3492,62511,"Synecdoche, New York","['Comedy', 'Drama']","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",18.759,2008-10-24,7.587,1306,2008
3493,62718,"Angus, Thongs and Perfect Snogging","['Comedy', 'Romance']","Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.",16.253,2008-07-25,6.443,748,2008
3494,62792,Pride and Glory,"['Crime', 'Drama']","A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",16.754,2008-09-09,6.382,811,2008
3495,62836,Babylon 5: The Lost Tales - Voices in the Dark,['Sci-Fi'],"This latest installment of Babylon 5 is in two parts: the first, is about an entity that has possessed a worker. It wants to be exorcised but Col. Lochley prevents the priest &amp; sends it &amp; the host both back to Earth. The second is about Galen trying to dupe President Sheridan into assassinating the future Centauri President to stop him possibly attacking Earth in 30 years time.",8.568,2007-09-03,6.477,88,2007
3496,62849,RocknRolla,"['Action', 'Crime']","When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",22.616,2008-09-04,7.0,2731,2008
3497,62956,Futurama: Bender's Game,"['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Sci-Fi']","When Leela is insulted by a group of space-rednecks (like regular rednecks, but in space) she enters the Planet Express ship in a demolition derby.  She emerges victorious, but when she brings the damaged ship home and the Professor sees the fuel gauge, he's enraged by the hit he's going to take at the Dark Matter pump.  Now the crew have to find a way to break Mom's stranglehold on starship fuel, even if they have to wade through a Lord of the Rings-inspired fantasy-land to do it!",8.968,2008-11-03,6.911,493,2008
3498,62999,Madagascar: Escape 2 Africa,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'IMAX']","Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",58.942,2008-10-30,6.493,6440,2008
3499,63033,Blindness,"['Drama', 'Mystery', 'Romance', 'Thriller']","When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",17.842,2008-05-14,6.528,1181,2008
3500,63062,Changeling,"['Crime', 'Drama', 'Mystery']","Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",21.043,2008-10-24,7.6,3908,2008
3501,63082,Slumdog Millionaire,"['Crime', 'Drama', 'Romance']","A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",34.08,2008-11-12,7.733,10000,2008
3502,63113,Quantum of Solace,"['Action', 'Adventure', 'Thriller']","Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",45.549,2008-10-29,6.318,7395,2008
3503,63131,Role Models,['Comedy'],"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",23.411,2008-11-07,6.492,1746,2008
3504,63179,Tokyo!,['Drama'],"Three distinct tales unfold in the bustling city of Tokyo. Merde, a bizarre sewer-dweller, emerges from a manhole and begins terrorizing pedestrians. After his arrest, he stands trial and lashes out at a hostile courtroom. A man who has resigned himself to a life of solitude reconsiders after meeting a charming pizza delivery woman. And finally, a happy young couple find themselves undergoing a series of frightening metamorphoses.",13.5,2008-08-16,7.0,205,2008
3505,63393,Camp Rock,"['Comedy', 'Musical', 'Romance']","When Mitchie gets a chance to attend Camp Rock, her life takes an unpredictable twist, and she learns just how important it is to be true to yourself.",24.669,2008-06-20,6.426,2010,2008
3506,63436,Saw V,"['Crime', 'Horror', 'Thriller']","Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy. But when his secret is threatened, he must go on the hunt to eliminate all the loose ends.",59.594,2008-10-23,6.17,3218,2008
3507,63479,Sex Drive,['Comedy'],A high school senior drives cross-country with his best friends to hook up with a babe he met online.,34.027,2008-10-16,6.35,1237,2008
3508,63515,The Island,"['Drama', 'Mystery']","In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",32.123,2005-07-21,6.664,5022,2005
3510,63540,Beverly Hills Chihuahua,"['Adventure', 'Children', 'Comedy']","A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",25.873,2008-10-03,5.308,983,2008
3511,63826,Splinter,"['Action', 'Horror', 'Thriller']","When their plans for a nature trip go awry, Polly and boyfriend Seth decide to check into a motel. On their way, they're carjacked and kidnapped by low-rent crooks Dennis and Lacey, who take the victims and their SUV to a nearby gas station. Along the way, they encounter an increasingly terrifying horde of parasites, and if any of them intend to survive, they'll have to outsmart the deadly organisms.",13.606,2008-10-31,6.109,635,2008
3512,63853,Australia,"['Adventure', 'Drama', 'War', 'Western']","Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin by Japanese forces firsthand.",19.265,2008-11-18,6.582,2148,2008
3513,63859,Bolt,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy']","Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",62.08,2008-11-21,6.499,5644,2008
3514,63876,Milk,['Drama'],"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",17.663,2008-11-05,7.25,2052,2008
3516,64030,Transporter 3,"['Action', 'Adventure', 'Crime', 'Thriller']","Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",38.64,2008-11-26,6.1,3132,2008
3517,64032,Four Christmases,['Comedy'],"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",25.13,2008-11-26,5.79,1032,2008
3518,64114,Fireproof,"['Drama', 'Romance']","A heroic fire captain values dedication and service to others above all else, but the most important partnership in his life, his marriage, is about to go up in smoke.",34.304,2008-09-26,7.623,660,2008
3519,64116,Igor,"['Animation', 'Comedy']","A cliché hunchbacked evil scientist's assistant aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",25.966,2008-09-19,5.95,531,2008
3520,64197,Hunger,['Drama'],"The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",12.992,2008-05-15,7.257,1048,2008
3522,64231,Punisher: War Zone,"['Action', 'Crime', 'Drama', 'Thriller']","Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",24.222,2008-12-05,5.8,1053,2008
3523,64249,Shrek the Halls,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","The Christmas tree isn't the only thing green in this new holiday classic. Shrek is back and trying to get into the spirit of the season. After promising Fiona and the kids a Christmas they'll remember, he is forced to take a crash course in the holiday. But just when he thinks he has everything for their quiet family Christmas just right, there is a knock at the door.",47.201,2007-11-28,6.312,761,2007
3524,64499,Che: Part One,"['Drama', 'War']","The Argentine, begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years, they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista.",16.595,2008-09-05,6.822,687,2008
3525,64501,Che: Part Two,"['Drama', 'War']","After the Cuban Revolution, Che is at the height of his fame and power. Then he disappears, re-emerging incognito in Bolivia, where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story, we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world.",14.774,2008-12-12,6.676,579,2008
3526,64575,Doubt,"['Drama', 'Mystery']","In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse.",17.625,2008-02-27,7.189,1563,2008
3527,64614,Gran Torino,"['Crime', 'Drama']","Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",36.747,2008-12-12,7.995,10098,2008
3528,64620,Frost/Nixon,['Drama'],"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",15.408,2008-10-15,7.31,1079,2008
3529,64716,Seven Pounds,['Drama'],An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,19.107,2008-12-18,7.613,6413,2008
3530,64969,Yes Man,['Comedy'],Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,27.701,2008-12-09,6.665,6391,2008
3531,64983,Valkyrie,"['Drama', 'Thriller', 'War']","Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",28.444,2008-12-25,6.916,3426,2008
3532,65088,Bedtime Stories,"['Adventure', 'Children', 'Comedy']",Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,29.79,2008-12-24,6.1,2655,2008
3533,65130,Revolutionary Road,"['Drama', 'Romance']",A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,28.507,2008-12-19,6.972,3583,2008
3534,65188,Dear Zachary: A Letter to a Son About His Father,['Documentary'],"In 2001, Andrew Bagby, a medical resident, is murdered not long after breaking up with his girlfriend. Soon after, when she announces she's pregnant, one of Andrew's many close friends, Kurt Kuenne, begins this film, a gift to the child.",9.633,2008-10-31,8.112,465,2008
3535,65193,Wild Child,"['Drama', 'Romance']","Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.",27.393,2008-08-15,6.723,1770,2008
3536,65216,Defiance,"['Drama', 'Thriller', 'War']","Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",22.312,2008-12-31,6.833,1613,2008
3537,65225,Zeitgeist: Addendum,['Documentary'],"Zeitgeist: Addendum premiered at the 5th Annual Artivist Film Festival. Director Peter Joseph stated: ""The failure of our world to resolve the issues of war, poverty, and corruption, rests within a gross ignorance about what guides human behavior to begin with. It address the true source of the instability in our society, while offering the only fundamental, long-term solution.""",7.938,2008-10-02,7.173,214,2008
3538,65230,Marley & Me,"['Comedy', 'Drama']","A newly married couple, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",25.864,2008-12-25,7.2,4342,2008
3539,65514,Ip Man,"['Action', 'Drama', 'War']","A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",19.672,2008-12-12,7.753,3491,2008
3540,65585,Bride Wars,"['Comedy', 'Romance']",Two best friends become rivals when their respective weddings are accidentally booked for the same day.,25.353,2009-01-09,6.243,2870,2009
3541,65682,Underworld: Rise of the Lycans,"['Action', 'Fantasy', 'Horror', 'Thriller']","A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",39.1,2009-01-22,6.509,3366,2009
3542,65685,Inkheart,"['Adventure', 'Fantasy']","The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",30.856,2008-12-11,6.277,1992,2008
3543,65738,Revenge of the Nerds III: The Next Generation,['Comedy'],"The nerds are now in control of the university, as a result of Lewis Skolnick and the rest's actions in the two previous movies. A new generation of sportsmen arrive, however, determined on winning the school back. The principle, himself an ex-nerd fighter, helps them, and the nerds return to suppression. Harold Skolnick needs help from his uncle Lewis, the hero of the first two movies. Lewis, however, are not too proud of his nerd past, and won't reveal any of it, much less help his nephew. However, his wife makes him change his mind, and with help from his friends from the first two movies, they start the fight to win the school back, using classic nerd tricks.",8.84,1992-06-10,4.5,98,1992
3544,65802,Paul Blart: Mall Cop,"['Action', 'Comedy', 'Crime']","Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",26.886,2009-01-15,5.411,2315,2009
3545,66090,Eden Lake,"['Horror', 'Thriller']","When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",28.207,2008-09-12,6.806,1599,2008
3546,66097,Coraline,"['Animation', 'Fantasy', 'Thriller']","A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",123.91,2009-02-05,7.862,7153,2009
3547,66171,Push,"['Sci-Fi', 'Thriller']","After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",24.406,2009-02-04,6.154,2136,2009
3548,66203,He's Just Not That Into You,"['Comedy', 'Drama', 'Romance']","Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",38.997,2009-02-06,6.529,3414,2009
3549,66297,Futurama: Into the Wild Green Yonder,"['Action', 'Animation', 'Comedy', 'Sci-Fi']","Leela becomes an outlaw when she and a group of ecologically-minded feminists attempt to save an asteroid of primitive life forms and the Violet Dwarf star from being destroyed, while Fry joins a secret society and attempts to stop a mysterious species known as the ""Dark Ones"" from destroying all life in the universe.",17.687,2009-02-23,7.03,490,2009
3550,66427,My Name Is Bruce,"['Comedy', 'Horror']",B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,8.316,2007-10-01,5.8,310,2007
3551,66509,Funny People,"['Comedy', 'Drama']","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",20.252,2009-07-30,5.867,1195,2009
3552,66511,Berlin Calling,"['Comedy', 'Drama']",A man tours clubs around the globe with his manager and girlfriend. On the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.,11.871,2008-10-01,6.839,316,2008
3553,66665,Away We Go,"['Comedy', 'Drama', 'Romance']","Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt's parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.",9.512,2009-06-05,6.613,525,2009
3554,66915,Rock-A-Doodle,"['Adventure', 'Animation', 'Children', 'Musical']","Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.",17.808,1991-08-02,6.231,247,1991
3555,67087,"I Love You, Man",['Comedy'],"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",16.66,2009-03-20,6.558,1574,2009
3556,67168,Dance of the Dead,"['Adventure', 'Comedy', 'Horror']","In a post apocalyptic society, seventeen year-old Peggy lives with her over-protective mother and works in the family restaurant. When two couples of punks enter the restaurant, and one takes an interest in her, Peggy makes a decision that will change her life forever.",4.083,2005-11-11,5.457,47,2005
3557,67193,Duplicity,"['Crime', 'Romance', 'Thriller']",Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,18.581,2009-03-18,5.897,721,2009
3558,67197,Knowing,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,47.048,2009-03-19,6.185,4952,2009
3559,67295,Kung Fu Panda: Secrets of the Furious Five,"['Action', 'Animation', 'Children', 'Comedy']","Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts.",20.433,2008-11-08,6.72,387,2008
3560,67534,Big Stan,['Comedy'],A weak con man panics when he learns he's going to prison for fraud. He hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.,33.597,2007-11-03,6.519,817,2007
3561,67695,Observe and Report,"['Action', 'Comedy']","Mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",17.387,2009-04-10,5.458,616,2009
3562,67734,Adventureland,"['Comedy', 'Drama']","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",21.94,2009-04-03,6.391,2015,2009
3563,67788,Confessions of a Shopaholic,"['Comedy', 'Romance']","In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping - a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door - until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",26.944,2009-02-05,6.447,2488,2009
3564,67799,The Butterfly Effect 3: Revelations,"['Drama', 'Fantasy', 'Sci-Fi', 'Thriller']","The story revolves around a man trying to uncover the mysterious death of his girlfriend and save an innocent man from the death chamber in the process, by using his unique power to time travel. However in attempting to do this, he also frees a spiteful serial-killer.",19.106,2009-01-09,5.5,516,2009
3565,68135,17 Again,"['Comedy', 'Drama']","On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",56.416,2009-03-11,6.292,4829,2009
3566,68157,Inglourious Basterds,"['Action', 'Drama', 'War']","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",68.071,2009-08-19,8.216,20980,2009
3567,68159,State of Play,"['Crime', 'Drama', 'Thriller']","When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",29.851,2009-04-17,6.792,1790,2009
3568,68205,Crank: High Voltage,"['Action', 'Comedy', 'Crime']",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,37.045,2009-04-16,6.0,2624,2009
3569,68237,Moon,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']","With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",37.731,2009-06-12,7.57,5285,2009
3570,68319,X-Men Origins: Wolverine,"['Action', 'Sci-Fi', 'Thriller']","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",7.774,2009-04-28,6.254,9876,2009
3571,68347,Sin Nombre,"['Crime', 'Drama', 'Thriller']","Sayra, a Honduran teen, hungers for a better life. Her chance for one comes when she is reunited with her long-estranged father, who intends to emigrate to Mexico and then enter the United States. Sayra's life collides with a pair of Mexican gangmembers who have boarded the same American-bound train.",17.337,2009-03-20,7.602,626,2009
3572,68358,Star Trek,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",45.489,2009-05-06,7.434,9388,2009
3573,68522,Earth,['Documentary'],"An epic story of adventure, starring some of the most magnificent and courageous creatures alive, awaits you in EARTH. Disneynature brings you a remarkable story of three animal families on a journey across our planet – polar bears, elephants and humpback whales.",12.594,2007-10-10,7.582,328,2007
3574,68552,Crossing Over,['Drama'],"Immigrants from around the world enter Los Angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. Their desperate scenarios test the humanity of immigration enforcement officers. In Crossing Over, writer-director Wayne Kramer explores the allure of the American dream, and the reality that immigrants find – and create -- in 21st century L.A.",15.969,2009-02-10,6.143,333,2009
